rank,skill_name,filename,skill_slug,model_name,model_slug,overall_risk,is_vulnerable,vulnerability_count,cvss_base_score,cvss_severity,cvss_vector,attack_vector,attack_complexity,privileges_required,user_interaction,sars_score,sars_severity,sars_ifr,sars_dg,sars_ai,sars_br,sars_ca,top_finding_category,evaluated_at,error
112,polymarket-fast-loop,poly.md,poly.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,4.1,Medium,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:H/VA:L/SC:L/SI:H/SA:L/E:U,Network,Low,Low,Passive,5.9,MEDIUM,2,2,2,1,2,COMMAND/SHELL INJECTION,2026-04-12T23:38:34.616679,
113,agent-autonomy-kit,agent-autonomy-kit.md,agent-autonomy-kit.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,3.9,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:H/VA:N/SC:H/SI:H/SA:N/E:U,Network,Low,Low,Passive,6.1,MEDIUM,2,1,2,2,2,AGENTIC STATE MANIPULATION,2026-04-10T03:02:47.702534,
114,clawdwallet,clawdwallet.md,clawdwallet.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,HIGH,True,3,3.9,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:H/VA:N/SC:H/SI:H/SA:N/E:U,Network,Low,Low,Passive,9.3,CRITICAL,3,3,3,2,3,COMMAND/SHELL INJECTION,2026-04-12T23:34:22.540628,
115,crypto-wallet,crypto-wallet.md,crypto-wallet.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,HIGH,True,3,3.8,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:H/VA:H/SC:N/SI:H/SA:N/E:U,Network,Low,Low,Passive,7.0,HIGH,2,3,3,1,2,PROMPT INJECTION SUSCEPTIBILITY,2026-04-12T23:29:46.999887,
116,nano-pdf,nano-pdf.md,nano-pdf.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,2,3.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:H/VA:L/SC:N/SI:H/SA:N/E:U,Network,Low,Low,Passive,5.9,MEDIUM,2,2,2,1,2,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T01:20:42.217069,
117,openclaw-backup,openclaw-backup.md,openclaw-backup.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,3.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:H/VA:L/SC:N/SI:H/SA:N/E:U,Network,Low,Low,Passive,5.9,MEDIUM,2,2,2,1,2,UNSAFE FILE OPERATIONS,2026-04-10T03:10:55.038504,
118,trello,trello.md,trello.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,HIGH,True,3,3.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:H/VA:N/SC:N/SI:H/SA:N/E:U,Network,Low,Low,Passive,5.9,MEDIUM,2,2,2,1,2,CREDENTIAL / SECRET EXPOSURE,2026-04-10T01:57:11.318051,
119,opencode-controller,opencode-controller.md,opencode-controller.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,3.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:H/VA:N/SC:N/SI:H/SA:N/E:U,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T02:58:58.299747,
120,prompt-engineering-expert,prompt-engineering-expert.md,prompt-engineering-expert.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,3.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:H/VA:N/SC:N/SI:H/SA:N/E:U,Network,Low,Low,Passive,6.1,MEDIUM,2,1,2,2,2,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T03:12:40.820181,
121,mx_finance_data,mx-finance-data.md,mx-finance-data.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,2.3,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:A,Network,Low,None,Passive,4.6,MEDIUM,2,2,1,1,1,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T23:39:20.902573,
122,self-improvement,self-improving-agent,self-improving-agent,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,2,2.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:H/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,PROMPT INJECTION SUSCEPTIBILITY,2026-04-09T22:45:27.517648,
123,youtube-api-skill,youtube-api-skill.md,youtube-api-skill.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,2.1,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,None,6.7,MEDIUM,2,2,2,2,2,UNSAFE FILE OPERATIONS,2026-04-10T13:52:07.546694,
124,elite-longterm-memory,elite-longterm-memory.md,elite-longterm-memory.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,2.1,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:A,Network,Low,Low,Passive,5.4,MEDIUM,2,2,1,2,1,UNSAFE FILE OPERATIONS,2026-04-10T21:30:27.329879,
125,tiktok-app-marketing,larry.md,larry.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,4,2.1,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L,Network,Low,Low,Passive,5.9,MEDIUM,2,2,2,1,2,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T21:52:52.145396,
126,minara,minara.md,minara.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,2.1,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:A,Network,Low,Low,Passive,6.7,MEDIUM,2,2,2,2,2,UNSAFE FILE OPERATIONS,2026-04-10T22:35:55.912038,
127,capability-evolver,capability-evolver.md,capability-evolver.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,2.1,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:A,Network,Low,Low,Passive,5.9,MEDIUM,2,2,2,2,1,UNSAFE FILE OPERATIONS,2026-04-10T22:51:38.534260,
128,ai-persona-os,ai-persona-os.md,ai-persona-os.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,2.1,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:A,Network,Low,Low,Passive,5.2,MEDIUM,2,2,2,1,1,UNSAFE FILE OPERATIONS,2026-04-10T22:55:01.637177,
129,Data Analysis,data-analysis.md,data-analysis.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,2.0,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,UNSAFE FILE OPERATIONS,2026-04-10T15:02:53.325972,
130,tavily-search,openclaw-tavily-search.md,openclaw-tavily-search.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,3,1.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,None,None,2.0,LOW,1,1,0,0,1,DEPENDENCY / SUPPLY CHAIN ATTACKS,2026-04-10T13:02:34.645703,
131,self-improving-agent,self-improving-agent.md,self-improving-agent.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,1.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:U,Network,Low,None,None,4.6,MEDIUM,2,1,2,1,1,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T20:34:35.499841,
132,humanizer,humanizer.md,humanizer.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,1.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:U,Network,Low,None,None,3.3,LOW,1,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T20:49:35.134394,
133,weather,weather.md,weather.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,LOW,False,0,1.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:N/SA:N/E:U,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T20:57:57.520468,
134,desktop-control,desktop-control.md,desktop-control.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,1.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:L/VA:N/SC:N/SI:L/SA:N/E:U,Network,Low,None,None,3.3,LOW,1,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T21:05:12.013153,
135,brave-search,brave-search.md,brave-search.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,4,1.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,None,None,4.1,MEDIUM,2,1,1,1,1,DEPENDENCY / SUPPLY CHAIN ATTACKS,2026-04-10T21:34:03.119002,
136,ecomseer,ecomseer.md,ecomseer.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,1.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:U,Network,Low,None,None,4.6,MEDIUM,2,2,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T21:39:54.615916,
137,frontend-design,superdesign.md,superdesign.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,1.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:L/SA:N/E:U,Network,Low,None,None,3.3,LOW,1,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T21:44:03.534396,
138,youtube,youtube-api-skill.md,youtube-api-skill.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,1.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:L/SA:N/E:U,Network,Low,None,None,3.3,LOW,1,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T21:58:56.630161,
139,video-frames,video-frames.md,video-frames.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,1.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:L/VA:N/SC:N/SI:L/SA:L/E:U,Network,Low,None,None,3.3,LOW,1,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T22:45:55.918989,
140,video-transcript-downloader,video-transcript-downloader.md,video-transcript-downloader.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,1.7,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:U,Network,Low,None,None,3.3,LOW,1,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T23:14:20.106156,
141,github,github.md,github.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,1.3,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,None,1.3,LOW,0,1,0,0,1,,2026-04-10T11:52:10.727386,
142,caldav-calendar,caldav-calendar.md,caldav-calendar.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.3,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,None,5.9,MEDIUM,2,2,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T13:07:43.923352,
143,markdown-converter,markdown-converter.md,markdown-converter.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,3,1.3,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,None,5.9,MEDIUM,2,2,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T13:29:45.909505,
144,answeroverflow,answeroverflow.md,answeroverflow.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,3,1.3,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,None,Passive,5.6,MEDIUM,2,1,1,2,2,INDIRECT / EMBEDDED INJECTION,2026-04-10T13:33:46.427535,
145,a-stock-analysis,a-stock-analysis.md,a-stock-analysis.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.3,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,None,5.4,MEDIUM,2,1,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T16:04:21.706094,
146,Self-Improving + Proactive Agent,self-improving.md,self-improving.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,1.3,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:U,Network,Low,None,Passive,4.1,MEDIUM,2,1,1,1,1,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T20:37:33.342552,
147,playwright-mcp,playwright-mcp.md,playwright-mcp.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,1.3,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:U,Network,Low,Low,None,3.3,LOW,1,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T22:14:23.219790,
148,news-summary,news-summary.md,news-summary.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,1.3,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:U,Network,Low,Low,None,3.3,LOW,1,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T22:38:59.607131,
149,self-improvement,self-improving-agent.md,self-improving-agent.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,6.1,MEDIUM,2,1,2,2,2,MEMORY POISONING & PERSISTENCE ATTACKS,2026-04-10T11:11:40.214414,
150,gog,gog.md,gog.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.9,MEDIUM,2,2,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T11:32:22.502638,
151,FreeRide,free-ride.md,free-ride.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T11:59:53.625007,
152,obsidian,obsidian.md,obsidian.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,3,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T12:16:42.899038,
153,clawddocs,clawddocs.md,clawddocs.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,6.1,MEDIUM,2,1,2,2,2,COMMAND/SHELL INJECTION,2026-04-10T12:24:11.610833,
154,youtube-watcher,youtube-watcher.md,youtube-watcher.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,3,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,4.1,MEDIUM,2,1,1,1,1,COMMAND/SHELL INJECTION,2026-04-10T12:33:29.832221,
155,automation-workflows,automation-workflows.md,automation-workflows.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,6.1,MEDIUM,2,1,2,2,2,UNSAFE FILE OPERATIONS,2026-04-10T12:37:34.640133,
156,Word / DOCX,word-docx.md,word-docx.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,7,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.9,MEDIUM,2,2,2,1,2,UNSAFE FILE OPERATIONS,2026-04-10T12:44:33.800017,
157,notion,notion.md,notion.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,3,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T12:47:16.544070,
158,clawdhub,clawdhub.md,clawdhub.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T12:50:43.306976,
159,baidu-search,baidu-search.md,baidu-search.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,2.0,LOW,1,1,0,0,1,,2026-04-10T13:04:16.522922,
160,excel-xlsx,excel-xlsx.md,excel-xlsx.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.9,MEDIUM,2,2,2,1,2,UNSAFE FILE OPERATIONS,2026-04-10T13:14:18.919064,
161,brave-search,brave-search.md,brave-search.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,3,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,Data Exfiltration,2026-04-10T13:16:51.406196,
162,stock-market-pro,stock-market-pro.md,stock-market-pro.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T13:36:55.439949,
163,marketing-mode,marketing-mode.md,marketing-mode.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,UNSAFE FILE OPERATIONS,2026-04-10T13:48:55.300039,
164,slack,slack.md,slack.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T14:02:47.933882,
165,memory-setup,memory-setup.md,memory-setup.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,6.1,MEDIUM,2,1,2,2,2,MEMORY POISONING & PERSISTENCE ATTACKS,2026-04-10T14:05:46.545648,
166,skill-finder-cn,skill-finder-cn.md,skill-finder-cn.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,COMMAND/SHELL INJECTION,2026-04-10T14:58:08.804806,
167,tavily-search,liang-tavily-search.md,liang-tavily-search.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,3,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,DEPENDENCY / SUPPLY CHAIN ATTACKS,2026-04-10T15:09:44.610514,
168,playwright,playwright.md,playwright.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T15:13:24.420422,
169,stock-watcher,stock-watcher.md,stock-watcher.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,UNSAFE FILE OPERATIONS,2026-04-10T15:20:16.730831,
170,video-transcript-downloader,video-transcript-downloader.md,video-transcript-downloader.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T15:34:21.134864,
171,opencode-controller,opencode-controller.md,opencode-controller.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,Prompt Injection Susceptibility,2026-04-10T15:37:38.937898,
