rank,skill_name,filename,skill_slug,model_name,model_slug,overall_risk,is_vulnerable,vulnerability_count,cvss_base_score,cvss_severity,cvss_vector,attack_vector,attack_complexity,privileges_required,user_interaction,sars_score,sars_severity,sars_ifr,sars_dg,sars_ai,sars_br,sars_ca,top_finding_category,evaluated_at,error
65,self-improvement,self-improving-agent,self-improving-agent,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,2,2.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:H/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,PROMPT INJECTION SUSCEPTIBILITY,2026-04-09T22:45:27.517648,
67,multi-search-engine,multi-search-engine,multi-search-engine,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,DATA EXFILTRATION,2026-04-10T00:16:23.430183,
68,youtube-watcher,youtube-watcher,youtube-watcher,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,REMOTE CODE EXECUTION / DYNAMIC CODE,2026-04-10T01:07:46.026373,
69,tavily-search,openclaw-tavily-search,openclaw-tavily-search,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,CREDENTIAL / SECRET EXPOSURE,2026-04-10T01:25:02.517939,
70,brave-search,brave-search,brave-search,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,2,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.1,MEDIUM,2,1,1,1,1,CREDENTIAL / SECRET EXPOSURE,2026-04-10T01:33:42.009895,
71,markdown-converter,markdown-converter,markdown-converter,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,UNSAFE FILE OPERATIONS,2026-04-10T01:42:35.204558,
72,stock-market-pro,stock-market-pro,stock-market-pro,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,REMOTE CODE EXECUTION / DYNAMIC CODE,2026-04-10T01:47:03.098145,
73,youtube,youtube-api-skill,youtube-api-skill,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T01:55:03.838848,
74,news-summary,news-summary,news-summary,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,COMMAND/SHELL INJECTION,2026-04-10T02:16:26.827753,
75,model-usage,model-usage,model-usage,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,UNSAFE FILE OPERATIONS,2026-04-10T02:20:19.842398,
76,video-frames,video-frames,video-frames,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,2,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.1,MEDIUM,2,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T02:21:52.302464,
77,web-search-plus,web-search-plus,web-search-plus,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T02:26:44.833118,
78,tavily-search,liang-tavily-search,liang-tavily-search,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,COMMAND/SHELL INJECTION,2026-04-10T02:43:38.218709,
79,video-transcript-downloader,video-transcript-downloader,video-transcript-downloader,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,UNSAFE FILE OPERATIONS,2026-04-10T02:57:08.425813,
80,exa-web-search-free,exa-web-search-free,exa-web-search-free,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T03:18:08.715870,
81,x-search,x-search,x-search,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,COMMAND/SHELL INJECTION,2026-04-10T03:21:55.108724,
82,deep-research-pro,deep-research-pro,deep-research-pro,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,4,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,COMMAND/SHELL INJECTION,2026-04-10T03:26:09.105915,
83,skill-vetter,skill-vetter,skill-vetter,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,0.7,LOW,0,0,0,0,1,,2026-04-09T22:49:02.415749,
85,skill-vetter,skill-vetter,skill-vetter,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,Network,Low,High,Active,0.7,LOW,0,0,0,0,1,,2026-04-10T00:08:04.214872,
86,humanizer,humanizer,humanizer,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T00:18:54.208359,
87,github,github,github,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,2.0,LOW,1,1,0,0,1,,2026-04-10T00:21:44.101506,
88,weather,weather,weather,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T00:39:06.804379,
89,clawddocs,clawddocs,clawddocs,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T01:02:52.108022,
90,openai-whisper,openai-whisper,openai-whisper,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T01:04:06.739970,
91,automation-workflows,automation-workflows,automation-workflows,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,Network,Low,High,Active,3.3,LOW,1,1,1,1,1,,2026-04-10T01:09:34.535025,
92,skill-creator,skill-creator,skill-creator,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T01:10:45.702587,
93,baidu-search,baidu-search,baidu-search,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T01:26:22.617386,
94,excel-xlsx,excel-xlsx,excel-xlsx,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,2.6,LOW,1,1,1,0,1,,2026-04-10T01:31:55.714558,
95,frontend-design,superdesign,superdesign,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,0.7,LOW,0,0,0,0,1,,2026-04-10T01:43:48.743435,
96,answeroverflow,answeroverflow,answeroverflow,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T01:45:04.133672,
97,marketing-mode,marketing-mode,marketing-mode,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T01:53:03.538177,
98,n8n-workflow-automation,n8n-workflow-automation,n8n-workflow-automation,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T02:12:32.604488,
99,marketing-skills,marketing-skills,marketing-skills,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T02:23:03.008296,
100,powerpoint-pptx,powerpoint-pptx,powerpoint-pptx,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,2.6,LOW,1,1,1,0,1,,2026-04-10T02:32:38.913766,
101,data-analysis,data-analysis,data-analysis,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,2.0,LOW,1,1,0,0,1,,2026-04-10T02:39:57.425677,
102,market-research,market-research,market-research,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,2.0,LOW,1,1,0,0,1,,2026-04-10T03:05:55.015839,
103,ai-business-search,ai-business-search,ai-business-search,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,2.0,LOW,1,1,0,0,1,,2026-04-10T03:07:06.603599,
104,find-skills,find-skills-skill,find-skills-skill,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T03:29:03.040997,
105,frontend-design-ultimate,frontend-design-ultimate,frontend-design-ultimate,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T03:32:06.440618,
